Date,ProductName,ProductShortName,Holdings/Share,Holdings/Share 24h %,Holdings/Share Trailing 1 Month,Holdings/Share Trailing 3 Months,Holdings/Share Trailing 12 Months,Holdings/Share YTD,Holdings/Share Since Inception,Market Price/Share,Market Price/ Share 24h %,Market Price/Share Trailing 1 Month,Market Price/Share Trailing 3 Months,Market Price/Share Trailing 12 Months,Market Price/Share YTD,Market Price/Share Since Inception,Shares Outstanding,AUM,Disclaimer
2020/4/6,Grayscale Bitcoin Trust,btc,6.81,0.035,-0.2244,-0.0633,0.373,-0.0244,47.6429,7.95,0.0628,-0.25,-0.1167,0.366,-0.0293,,315828000,2150666129,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/4/3,Grayscale Bitcoin Trust,btc,6.58,0.0077,-0.2259,-0.0587,0.3401,-0.0573,46,7.48,-0.0311,-0.252,-0.1262,0.2084,-0.0867,,315828000,2078465406,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/4/2,Grayscale Bitcoin Trust,btc,6.53,0.0758,-0.2245,-0.0439,0.4227,-0.0645,45.6429,7.72,0.1895,-0.2541,-0.0326,0.3449,-0.0574,,315828000,2061701530,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/4/1,Grayscale Bitcoin Trust,btc,6.07,-0.0272,-0.2748,-0.1414,0.4988,-0.1304,42.3571,6.49,-0.0885,-0.3411,-0.2292,0.3058,-0.2076,,315828000,1917561207,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/31,Grayscale Bitcoin Trust,btc,6.24,0.0452,-0.265,-0.106,0.5639,-0.106,43.5714,7.12,0.0099,-0.3238,-0.1306,0.4895,-0.1306,,315828000,1969892276,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/30,Grayscale Bitcoin Trust,btc,5.97,-0.0773,-0.2968,-0.1556,0.5114,-0.1447,41.6429,7.05,-0.0342,-0.3305,-0.1627,0.5529,-0.1392,,315828000,1884854151,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/27,Grayscale Bitcoin Trust,btc,6.47,0.0078,-0.2379,-0.0704,0.6505,-0.0731,45.2143,7.3,-0.0082,-0.3067,-0.1482,0.5801,-0.1087,,315828000,2043731956,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/26,Grayscale Bitcoin Trust,btc,6.42,-0.0062,-0.2629,-0.0881,0.6719,-0.0802,44.8571,7.36,0.0014,-0.2889,-0.1627,0.614,-0.1013,,315828000,2027971355,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/25,Grayscale Bitcoin Trust,btc,6.46,0.0141,-0.2948,-0.1151,0.6649,-0.0745,45.1429,7.35,-0.0265,-0.302,-0.1815,0.6083,-0.1026,,315828000,2038708469,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/24,Grayscale Bitcoin Trust,btc,6.37,0.0815,-0.3231,-0.1003,0.625,-0.0874,44.5,7.55,0.0501,-0.3553,-0.1469,0.5762,-0.0781,,314956000,2006614363,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/23,Grayscale Bitcoin Trust,btc,5.89,-0.0546,-0.3707,-0.1932,0.4949,-0.1562,41.0714,7.19,0.0271,-0.4234,-0.1993,0.4948,-0.1221,,314591800,1854326959,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/20,Grayscale Bitcoin Trust,btc,6.23,0.1105,-0.3287,-0.1023,0.5852,-0.1074,43.5,7,-0.0278,-0.4318,-0.2135,0.4228,-0.1453,,314164200,1958464617,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/19,Grayscale Bitcoin Trust,btc,5.61,0.0978,-0.4287,-0.1951,0.4311,-0.1963,39.0714,7.2,0.198,-0.4512,-0.1479,0.4429,-0.1209,,313224000,1758062842,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/18,Grayscale Bitcoin Trust,btc,5.11,0.0139,-0.4632,-0.221,0.3069,-0.2679,35.5,6.01,-0.0148,-0.5535,-0.2888,0.2316,-0.2662,,313217100,1599110902,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/17,Grayscale Bitcoin Trust,btc,5.04,0.0328,-0.4914,-0.2317,0.3194,-0.2779,35,6.1,0.1011,-0.5375,-0.2385,0.309,-0.2552,,313099000,1577484720,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/16,Grayscale Bitcoin Trust,btc,4.88,-0.024,-0.5076,-0.2802,0.2876,-0.3009,33.8571,5.54,-0.1178,-0.58,-0.3285,0.2311,-0.3236,,312456600,1523238729,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/13,Grayscale Bitcoin Trust,btc,5,-0.1974,-0.498,-0.2867,0.3158,-0.2837,34.7143,6.28,-0.0248,-0.4988,-0.2856,0.3956,-0.2332,,311831400,1557737724,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/12,Grayscale Bitcoin Trust,btc,6.23,-0.177,-0.377,-0.1062,0.6438,-0.1074,43.5,6.44,-0.2512,-0.5065,-0.2648,0.4,-0.2137,,311669800,1942006242,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/11,Grayscale Bitcoin Trust,btc,7.57,-0.0117,-0.2188,0.083,0.9869,0.0845,53.0714,8.6,-0.0723,-0.3385,-0.0046,0.8615,0.0501,,311564000,2357126045,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/10,Grayscale Bitcoin Trust,btc,7.66,0.0026,-0.2037,0.0819,1.0052,0.0974,53.7143,9.27,0.0451,-0.2389,0.0717,0.9074,0.1319,,311309400,2384624222,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/9,Grayscale Bitcoin Trust,btc,7.64,-0.1298,-0.1915,0.0538,1.0052,0.0946,53.5714,8.87,-0.1632,-0.2464,0.0057,0.8674,0.083,,310568600,2371438115,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/6,Grayscale Bitcoin Trust,btc,8.78,0.0104,-0.064,0.2194,1.3166,0.2579,61.7143,10.6,-0.0302,-0.0956,0.1791,1.2796,0.2943,,309889700,2721368340,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/5,Grayscale Bitcoin Trust,btc,8.69,0.0272,-0.0492,0.2257,1.336,0.245,61.0714,10.93,0.0886,-0.0504,0.2406,1.3917,0.3346,,308804300,2683392008,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/4,Grayscale Bitcoin Trust,btc,8.46,-0.0047,-0.0494,0.1832,1.2989,0.212,59.4286,10.04,0.004,-0.0447,0.1501,1.3403,0.2259,,308078500,2606835325,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/3,Grayscale Bitcoin Trust,btc,8.5,0.0095,-0.0618,0.1955,1.2606,0.2178,59.7143,10,-0.0338,-0.0548,0.1062,1.1834,0.221,,307027600,2610281490,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/3/2,Grayscale Bitcoin Trust,btc,8.42,0.006,-0.0696,0.1859,1.2394,0.2063,59.1429,10.35,0.0508,-0.0434,0.1513,1.3206,0.2637,,304462200,2564976135,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/2/28,Grayscale Bitcoin Trust,btc,8.37,-0.0141,-0.0423,0.2061,1.2261,0.1991,58.7857,9.85,-0.0646,-0.0267,0.0969,1.2085,0.2027,,304288300,2548058626,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/2/27,Grayscale Bitcoin Trust,btc,8.49,-0.0253,0.0035,0.1992,1.2823,0.2163,59.6429,10.53,0.0174,0.0701,0.1026,1.4488,0.2857,,304173400,2581116309,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/2/26,Grayscale Bitcoin Trust,btc,8.71,-0.0491,0.074,0.255,1.3227,0.2479,61.2143,10.35,-0.0171,0.0918,0.1526,1.3739,0.2637,,304173400,2648760380,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/2/25,Grayscale Bitcoin Trust,btc,9.16,-0.0266,0.1225,0.3631,1.4492,0.3123,64.4286,10.53,-0.1008,0.1726,0.1648,1.2645,0.2857,,304058800,2783753788,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/2/24,Grayscale Bitcoin Trust,btc,9.41,0.0053,0.1603,0.3424,1.4315,0.3481,66.2143,11.71,-0.0609,0.2352,0.2632,1.4194,0.4298,,303363800,2855776999,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/2/21,Grayscale Bitcoin Trust,btc,9.36,0.0086,0.121,0.248,1.4249,0.341,65.8571,12.47,0.0122,0.2829,0.3496,1.6419,0.5226,,302977800,2835040494,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/2/20,Grayscale Bitcoin Trust,btc,9.28,-0.055,0.0816,0.1777,1.4041,0.3295,65.2857,12.32,-0.061,0.2234,0.2714,1.556,0.5043,,301436000,2798360342,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/2/19,Grayscale Bitcoin Trust,btc,9.82,0.0315,0.1445,0.2462,1.5506,0.4069,69.1429,13.12,-0.0253,0.3029,0.361,1.8034,0.602,,300974600,2956782174,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
2020/2/18,Grayscale Bitcoin Trust,btc,9.52,-0.0394,0.1306,0.1797,1.7045,0.3639,67,13.46,0.0205,0.3848,0.3327,2.2124,0.6435,,300451300,2859614440,"This data is the exclusive property of Grayscale Investments, LLC (""Grayscale"") and may not be reproduced or disseminated in any form without prior written permission from Grayscale. This information is provided on an ""as is"" basis, and the user of this information assumes the entire risk of any use made of this information. Neither Grayscale, its affiliates, nor any other party makes any express or implied warranties or representations with respect to this information (or the results to be obtained by the use thereof), and Grayscale hereby expressly disclaims all warranties of originality, accuracy, completeness, merchantability or fitness for a particular purpose with respect to any of this information. Without limiting any of the foregoing, in no event shall Grayscale or any of its affiliates have any liability for any direct, indirect, special, punitive, consequential or any other damages (including lost profits) even if notified of the possibility of such damages."
